Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
35,No,Travel_Rarely,Sales,7,High School,1492,4,Male,76,3,Sales Representative,3,Married,2404,No,13,1,1,0,0
24,Yes,Travel_Frequently,Research & Development,9,Bachelors,1494,2,Male,89,3,Laboratory Technician,1,Single,3172,Yes,11,4,0,0,0
24,No,Non-Travel,Sales,13,Associates,1495,4,Female,78,3,Sales Representative,2,Married,2033,No,13,1,1,0,0
44,No,Travel_Frequently,Research & Development,2,High School,1496,2,Male,86,3,Manufacturing Director,3,Single,10209,Yes,18,16,2,2,2
29,No,Travel_Rarely,Sales,19,Bachelors,1497,3,Male,77,2,Sales Executive,3,Divorced,8620,No,14,10,10,7,0
30,No,Travel_Rarely,Human Resources,1,Bachelors,1499,3,Male,46,3,Human Resources,3,Divorced,2064,No,21,6,5,3,1
55,No,Travel_Rarely,Research & Development,4,Masters,1501,4,Male,30,3,Healthcare Representative,3,Married,4035,Yes,16,4,3,2,1
33,No,Travel_Rarely,Research & Development,4,Masters,1502,1,Female,82,2,Laboratory Technician,2,Married,3838,No,11,8,5,4,0
47,No,Travel_Rarely,Sales,14,Bachelors,1503,3,Female,78,3,Sales Executive,3,Married,4591,Yes,17,11,5,4,1
28,Yes,Travel_Frequently,Research & Development,2,Associates,1504,3,Male,38,2,Laboratory Technician,1,Single,2561,No,11,8,0,0,0
28,No,Travel_Rarely,Research & Development,1,Bachelors,1506,1,Male,72,2,Research Scientist,3,Divorced,1563,No,14,1,1,0,0
28,No,Travel_Frequently,Sales,7,Bachelors,1507,3,Male,55,3,Sales Executive,1,Single,4898,No,14,5,4,2,1
49,No,Travel_Rarely,Research & Development,3,Associates,1509,3,Female,43,2,Laboratory Technician,1,Married,4789,No,25,10,3,2,1
29,No,Travel_Frequently,Research & Development,2,High School,1513,4,Female,97,3,Laboratory Technician,2,Married,3180,No,13,4,3,2,0
28,No,Travel_Rarely,Research & Development,29,High School,1514,3,Male,96,1,Manufacturing Director,2,Married,6549,No,14,8,8,6,1
33,No,Travel_Rarely,Research & Development,8,Doctorate,1515,4,Male,69,3,Healthcare Representative,3,Single,6388,Yes,17,14,0,0,0
32,No,Travel_Rarely,Research & Development,10,Bachelors,1516,3,Male,64,3,Manager,4,Single,11244,No,25,10,5,2,0
54,No,Travel_Frequently,Research & Development,11,Masters,1520,2,Female,87,3,Manager,4,Divorced,16032,No,20,26,14,9,1
29,Yes,Travel_Rarely,Research & Development,1,Masters,1522,1,Male,100,2,Research Scientist,1,Single,2362,No,13,11,9,7,0
44,No,Travel_Rarely,Research & Development,28,Bachelors,1523,4,Male,32,3,Research Director,1,Married,16328,No,13,24,20,6,14
39,No,Travel_Rarely,Research & Development,6,Bachelors,1525,2,Female,32,3,Manufacturing Director,2,Single,8376,No,18,9,2,0,2
46,No,Travel_Rarely,Sales,3,Bachelors,1527,3,Female,51,3,Manager,2,Married,16606,No,12,23,13,12,5
35,No,Travel_Rarely,Research & Development,16,Bachelors,1529,4,Female,91,2,Healthcare Representative,2,Single,8606,No,19,11,11,8,3
23,No,Travel_Rarely,Research & Development,20,High School,1533,1,Male,97,3,Laboratory Technician,3,Single,2272,No,14,5,4,3,1
40,Yes,Travel_Rarely,Research & Development,9,Masters,1534,4,Male,86,3,Laboratory Technician,1,Single,2018,No,14,15,5,4,1
34,No,Travel_Rarely,Sales,1,Bachelors,1535,4,Male,64,2,Sales Executive,3,Married,7083,Yes,14,10,10,9,8
31,Yes,Travel_Frequently,Research & Development,3,Bachelors,1537,4,Female,33,3,Research Scientist,3,Single,4084,No,12,7,7,2,7
50,No,Travel_Frequently,Research & Development,22,Doctorate,1539,3,Male,88,1,Research Director,4,Single,14411,Yes,13,32,32,6,13
34,No,Travel_Rarely,Sales,7,Associates,1541,2,Male,55,3,Sales Representative,3,Married,2308,Yes,25,12,11,10,5
42,No,Travel_Rarely,Research & Development,2,Bachelors,1542,3,Male,68,2,Laboratory Technician,2,Married,4841,No,14,4,1,0,0
37,No,Travel_Rarely,Research & Development,13,Bachelors,1543,1,Male,47,3,Research Scientist,4,Married,4285,No,17,10,10,8,3
29,No,Travel_Rarely,Research & Development,8,High School,1544,3,Female,39,1,Healthcare Representative,1,Married,9715,No,13,9,7,7,0
33,No,Travel_Rarely,Research & Development,25,Bachelors,1545,4,Male,44,2,Manufacturing Director,2,Single,4320,No,13,5,5,3,0
45,No,Travel_Rarely,Research & Development,28,Bachelors,1546,4,Male,97,3,Research Scientist,4,Married,2132,No,20,8,5,4,0
42,No,Travel_Frequently,Research & Development,2,Bachelors,1547,4,Male,40,3,Healthcare Representative,4,Married,10124,Yes,14,24,20,8,13
40,No,Travel_Rarely,Sales,9,Associates,1548,1,Male,47,3,Sales Executive,1,Married,5473,No,12,9,8,4,7
33,No,Travel_Rarely,Research & Development,28,Masters,1549,2,Male,79,3,Laboratory Technician,3,Married,5207,Yes,12,15,15,14,5
40,No,Travel_Rarely,Human Resources,6,Associates,1550,3,Male,38,3,Manager,4,Single,16437,Yes,21,21,21,7,7
24,No,Travel_Rarely,Research & Development,21,Associates,1551,3,Male,57,2,Laboratory Technician,1,Divorced,2296,No,14,2,1,1,0
40,No,Non-Travel,Research & Development,8,Associates,1552,4,Male,72,3,Healthcare Representative,4,Divorced,4069,Yes,18,8,2,2,2
45,No,Travel_Rarely,Research & Development,1,Masters,1553,1,Male,66,3,Healthcare Representative,2,Divorced,7441,No,12,10,10,8,7
35,No,Travel_Rarely,Sales,28,Masters,1554,2,Female,98,2,Sales Representative,3,Married,2430,No,23,6,5,3,4
32,No,Travel_Rarely,Research & Development,5,Associates,1555,4,Female,67,2,Research Scientist,2,Married,5878,No,12,12,7,1,2
36,No,Travel_Rarely,Sales,2,Masters,1556,3,Male,70,3,Sales Representative,4,Single,2644,Yes,21,7,3,2,1
48,No,Travel_Rarely,Sales,16,Masters,1557,3,Female,96,3,Sales Executive,3,Divorced,6439,No,14,18,8,7,7
29,No,Travel_Rarely,Research & Development,9,Bachelors,1558,3,Male,91,4,Research Scientist,3,Married,2451,No,18,5,1,0,0
33,No,Travel_Rarely,Sales,8,Masters,1560,1,Male,46,3,Sales Executive,1,Married,6392,No,13,8,2,2,2
30,Yes,Travel_Rarely,Sales,1,Bachelors,1562,2,Male,64,2,Sales Executive,1,Married,9714,No,11,10,10,8,6
38,No,Travel_Frequently,Human Resources,10,Masters,1563,3,Male,71,3,Human Resources,3,Married,6077,No,11,10,6,3,1
35,No,Travel_Rarely,Research & Development,1,Bachelors,1564,4,Male,68,2,Laboratory Technician,1,Single,2450,No,19,3,3,0,1
30,No,Travel_Rarely,Sales,29,Masters,1568,3,Male,33,3,Sales Executive,2,Married,9250,No,12,9,4,2,1
35,Yes,Travel_Rarely,Research & Development,2,Bachelors,1569,1,Female,69,3,Laboratory Technician,1,Divorced,2074,Yes,12,1,1,0,0
53,Yes,Travel_Rarely,Research & Development,2,Doctorate,1572,3,Female,78,2,Manufacturing Director,4,Married,10169,No,16,34,33,7,1
38,Yes,Travel_Rarely,Research & Development,2,Bachelors,1573,3,Male,81,3,Manufacturing Director,2,Married,4855,No,11,7,5,2,1
32,No,Non-Travel,Research & Development,1,Masters,1574,4,Male,62,3,Research Scientist,1,Married,4087,No,14,9,6,5,1
48,No,Travel_Rarely,Research & Development,15,Masters,1576,3,Female,65,3,Research Scientist,1,Married,2367,No,12,10,8,2,7
34,No,Travel_Rarely,Research & Development,7,Masters,1577,1,Male,35,3,Research Scientist,4,Single,2972,No,13,1,1,0,0
55,No,Travel_Rarely,Sales,26,Doctorate,1578,3,Male,60,2,Manager,4,Married,19586,No,21,36,36,6,2
34,No,Travel_Rarely,Research & Development,1,Masters,1580,2,Male,45,3,Research Scientist,4,Married,5484,No,17,9,2,2,2
26,No,Travel_Rarely,Research & Development,3,Bachelors,1581,1,Female,89,3,Research Scientist,4,Married,2061,No,21,1,1,0,0
38,No,Travel_Rarely,Sales,14,Bachelors,1582,3,Male,80,3,Sales Executive,2,Married,9924,No,11,10,9,8,7
38,No,Travel_Rarely,Sales,16,Bachelors,1583,2,Female,90,3,Sales Executive,2,Single,4198,No,12,8,3,2,1
36,No,Travel_Rarely,Sales,1,Masters,1585,2,Female,73,3,Sales Executive,3,Single,6815,No,13,15,1,0,0
29,No,Travel_Rarely,Research & Development,3,High School,1586,2,Male,87,3,Laboratory Technician,1,Single,4723,Yes,18,10,10,9,1
35,No,Travel_Rarely,Research & Development,10,Masters,1587,1,Female,51,3,Healthcare Representative,3,Single,6142,Yes,16,10,5,2,0
39,No,Travel_Rarely,Sales,6,Bachelors,1588,4,Male,38,4,Sales Executive,3,Married,8237,No,11,11,7,6,7
29,No,Travel_Frequently,Research & Development,2,High School,1590,1,Male,87,3,Healthcare Representative,4,Divorced,8853,No,19,6,6,4,1
50,No,Travel_Rarely,Sales,9,Bachelors,1591,3,Male,59,3,Manager,3,Married,19331,Yes,16,27,1,0,0
23,No,Travel_Rarely,Research & Development,10,Bachelors,1592,4,Male,45,4,Research Scientist,3,Married,2073,No,16,4,2,2,2
36,No,Travel_Frequently,Research & Development,6,Masters,1594,1,Male,80,4,Laboratory Technician,1,Married,5562,Yes,13,9,3,2,0
42,No,Travel_Rarely,Research & Development,9,Associates,1595,4,Male,93,2,Manager,4,Single,19613,No,22,24,1,0,0
35,No,Travel_Rarely,Research & Development,28,Bachelors,1596,2,Male,46,4,Laboratory Technician,3,Married,3407,No,17,10,10,9,6
34,No,Travel_Frequently,Research & Development,10,Masters,1597,4,Male,92,2,Healthcare Representative,3,Married,5063,No,14,8,8,2,7
40,No,Travel_Rarely,Sales,14,Associates,1598,4,Female,84,3,Sales Executive,1,Married,4639,No,15,5,5,4,1
43,No,Travel_Rarely,Research & Development,27,Bachelors,1599,4,Male,87,4,Laboratory Technician,2,Divorced,4876,No,12,8,6,4,0
35,No,Travel_Rarely,Research & Development,7,Associates,1601,3,Male,63,2,Laboratory Technician,4,Married,2690,No,18,1,1,0,0
46,No,Travel_Rarely,Sales,1,Masters,1602,4,Male,56,4,Manager,1,Single,17567,No,15,27,26,0,0
28,Yes,Travel_Rarely,Research & Development,24,Bachelors,1604,3,Male,51,3,Laboratory Technician,2,Married,2408,Yes,17,1,1,1,0
22,No,Non-Travel,Research & Development,26,Associates,1605,2,Female,85,2,Research Scientist,3,Married,2814,Yes,14,4,4,2,1
50,No,Travel_Frequently,Research & Development,20,Doctorate,1606,2,Male,41,3,Healthcare Representative,3,Married,11245,Yes,15,32,30,8,12
32,No,Travel_Rarely,Research & Development,5,Masters,1607,2,Female,35,4,Research Scientist,4,Married,3312,No,17,6,3,2,0
44,No,Travel_Rarely,Research & Development,7,Bachelors,1608,2,Female,31,3,Research Director,4,Divorced,19049,Yes,14,23,22,7,1
30,No,Travel_Rarely,Research & Development,7,Bachelors,1609,2,Male,48,2,Research Scientist,2,Married,2141,No,12,6,6,4,1
45,No,Travel_Rarely,Research & Development,5,Doctorate,1611,3,Female,50,1,Laboratory Technician,1,Single,5769,Yes,14,10,10,7,1
45,No,Non-Travel,Sales,26,Bachelors,1612,1,Male,52,2,Sales Executive,1,Married,4385,No,15,10,10,7,4
31,No,Travel_Frequently,Sales,2,Masters,1613,4,Male,54,3,Sales Executive,1,Single,5332,No,13,10,5,2,0
36,No,Travel_Rarely,Research & Development,12,Masters,1614,3,Female,76,3,Manufacturing Director,3,Married,4663,Yes,12,7,3,2,1
34,No,Travel_Frequently,Research & Development,10,Masters,1615,3,Male,42,4,Manufacturing Director,4,Divorced,4724,No,13,9,9,7,7
49,No,Travel_Rarely,Research & Development,25,Masters,1617,3,Female,84,3,Laboratory Technician,1,Married,3211,No,14,10,9,6,1
39,No,Travel_Rarely,Research & Development,10,Doctorate,1618,2,Male,76,3,Manufacturing Director,1,Married,5377,No,13,10,7,7,7
27,No,Travel_Rarely,Research & Development,19,Bachelors,1619,4,Male,67,2,Laboratory Technician,1,Divorced,4066,No,11,7,7,7,0
35,No,Travel_Rarely,Research & Development,18,Doctorate,1621,2,Male,48,4,Research Scientist,1,Married,5208,No,11,16,16,15,1
28,No,Travel_Rarely,Research & Development,27,Bachelors,1622,2,Female,39,1,Manufacturing Director,1,Divorced,4877,No,21,6,5,3,0
21,No,Travel_Rarely,Research & Development,5,High School,1623,3,Male,97,3,Research Scientist,4,Single,3117,No,18,3,2,2,2
18,Yes,Travel_Frequently,Sales,3,Associates,1624,2,Female,70,3,Sales Representative,4,Single,1569,Yes,12,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,Masters,1625,4,Female,98,3,Manager,3,Married,19658,No,11,27,5,2,1
39,No,Travel_Rarely,Research & Development,3,Associates,1627,3,Male,76,2,Laboratory Technician,3,Divorced,3069,No,15,11,10,8,0
40,No,Travel_Rarely,Research & Development,15,Bachelors,1628,1,Female,80,2,Manufacturing Director,3,Married,10435,No,13,18,18,15,14
35,No,Non-Travel,Research & Development,8,Masters,1630,3,Female,52,3,Healthcare Representative,3,Married,4148,No,12,15,14,11,2
37,No,Travel_Rarely,Research & Development,19,Bachelors,1631,3,Male,85,3,Manufacturing Director,3,Married,5768,No,17,9,4,3,0
39,No,Travel_Frequently,Research & Development,4,Bachelors,1633,1,Female,81,3,Manufacturing Director,3,Single,5042,No,13,10,9,2,3
45,No,Travel_Rarely,Research & Development,2,Associates,1635,4,Female,59,2,Manufacturing Director,4,Divorced,5770,No,19,10,10,7,3
38,No,Travel_Rarely,Research & Development,2,Associates,1638,4,Female,54,2,Manufacturing Director,3,Married,7756,Yes,19,10,5,4,0
35,Yes,Travel_Rarely,Sales,10,Bachelors,1639,4,Male,55,2,Sales Executive,1,Married,10306,No,17,15,13,12,6
37,No,Travel_Rarely,Research & Development,10,Bachelors,1640,2,Female,71,3,Research Scientist,2,Married,3936,No,11,8,8,4,7
40,No,Travel_Rarely,Research & Development,16,Bachelors,1641,3,Female,84,3,Manufacturing Director,4,Single,7945,Yes,15,18,4,2,3
44,No,Travel_Frequently,Human Resources,1,Doctorate,1642,1,Male,37,3,Human Resources,4,Married,5743,Yes,11,14,10,7,0
48,No,Travel_Frequently,Research & Development,4,Doctorate,1644,3,Male,89,2,Manager,4,Married,15202,No,25,23,2,2,2
35,Yes,Travel_Rarely,Sales,15,Associates,1645,1,Male,59,1,Sales Executive,4,Divorced,5440,Yes,14,7,2,2,2
24,No,Travel_Frequently,Research & Development,2,High School,1646,1,Female,32,3,Research Scientist,4,Single,3760,Yes,13,6,6,3,1
27,No,Travel_Rarely,Research & Development,8,Bachelors,1647,2,Female,86,4,Research Scientist,3,Married,3517,No,17,5,3,2,0
27,No,Travel_Frequently,Research & Development,2,Bachelors,1648,4,Male,87,3,Research Scientist,4,Single,2580,No,13,6,4,2,1
40,Yes,Travel_Rarely,Research & Development,7,Bachelors,1649,1,Male,73,3,Laboratory Technician,1,Single,2166,Yes,14,10,4,2,0
29,No,Travel_Rarely,Sales,10,Bachelors,1650,3,Male,42,2,Sales Executive,3,Single,5869,No,11,8,5,2,1
36,No,Travel_Rarely,Research & Development,5,Masters,1651,2,Female,42,3,Healthcare Representative,1,Married,8008,No,12,9,3,2,0
25,No,Travel_Frequently,Research & Development,2,High School,1653,4,Male,77,4,Manufacturing Director,3,Divorced,5206,No,17,7,7,7,0
39,No,Travel_Rarely,Research & Development,12,Bachelors,1654,4,Male,66,3,Manufacturing Director,2,Married,5295,No,21,7,5,4,1
49,No,Travel_Rarely,Research & Development,22,Masters,1655,1,Female,72,3,Research Director,2,Married,16413,No,16,27,4,2,1
50,No,Travel_Rarely,Research & Development,17,Doctorate,1656,4,Female,50,2,Research Director,1,Divorced,13269,No,15,19,14,11,1
20,No,Travel_Rarely,Sales,2,Bachelors,1657,3,Female,31,3,Sales Representative,3,Single,2783,No,19,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,Bachelors,1658,4,Female,66,3,Research Scientist,2,Divorced,5433,No,12,11,11,8,7
36,No,Travel_Rarely,Research & Development,7,Bachelors,1659,1,Male,77,3,Laboratory Technician,2,Single,2013,No,11,15,4,3,1
49,No,Travel_Rarely,Research & Development,6,High School,1661,3,Female,41,2,Healthcare Representative,3,Married,13966,Yes,19,30,15,11,2
36,No,Non-Travel,Research & Development,1,Masters,1662,4,Female,33,2,Manufacturing Director,3,Married,4374,No,15,4,3,2,1
36,No,Travel_Rarely,Research & Development,3,Associates,1664,4,Male,79,4,Healthcare Representative,1,Divorced,6842,No,20,13,5,4,0
54,No,Travel_Rarely,Research & Development,22,Doctorate,1665,2,Female,91,3,Manager,3,Married,17426,No,25,36,10,8,4
43,No,Travel_Rarely,Research & Development,15,Associates,1666,3,Male,65,2,Research Director,3,Married,17603,No,24,14,14,10,6
35,Yes,Travel_Frequently,Sales,12,Masters,1667,4,Male,36,3,Sales Executive,4,Single,4581,Yes,24,13,11,9,6
38,No,Travel_Frequently,Research & Development,1,Bachelors,1668,4,Male,90,3,Research Scientist,4,Married,4735,No,15,19,13,11,2
29,No,Travel_Rarely,Sales,5,Bachelors,1669,1,Male,43,2,Sales Executive,2,Divorced,4187,Yes,13,10,10,0,0
33,No,Travel_Rarely,Sales,2,Masters,1670,4,Male,93,3,Sales Executive,4,Divorced,5505,No,14,6,6,2,0
32,No,Travel_Rarely,Research & Development,2,Bachelors,1671,4,Male,45,3,Research Scientist,2,Divorced,5470,No,13,10,9,5,1
31,No,Travel_Rarely,Sales,5,Masters,1673,1,Female,67,3,Sales Executive,4,Married,5476,No,11,10,10,0,0
49,No,Travel_Rarely,Research & Development,16,Bachelors,1674,4,Female,74,3,Laboratory Technician,1,Divorced,2587,Yes,16,17,2,2,2
38,No,Travel_Frequently,Research & Development,2,Bachelors,1675,4,Female,42,2,Laboratory Technician,2,Single,2440,No,22,4,4,3,3
47,No,Travel_Rarely,Sales,2,Masters,1676,2,Female,47,4,Manager,2,Divorced,15972,No,14,29,3,2,1
49,No,Travel_Rarely,Research & Development,1,Bachelors,1677,3,Male,36,3,Manager,3,Single,15379,No,14,23,8,7,0
41,No,Travel_Rarely,Sales,23,Associates,1678,4,Male,80,3,Sales Executive,3,Single,7082,Yes,16,21,2,0,0
20,No,Travel_Rarely,Sales,9,High School,1680,4,Male,54,3,Sales Representative,1,Single,2728,No,11,2,2,2,0
33,No,Non-Travel,Sales,16,Bachelors,1681,3,Female,36,3,Sales Executive,4,Divorced,5368,Yes,25,7,6,5,1
36,No,Travel_Rarely,Research & Development,26,Masters,1682,1,Male,80,3,Healthcare Representative,3,Married,5347,No,14,10,3,2,0
44,No,Travel_Rarely,Human Resources,1,Bachelors,1683,3,Female,44,3,Human Resources,4,Divorced,3195,Yes,18,8,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,High School,1684,4,Male,93,2,Laboratory Technician,3,Single,3989,Yes,11,5,5,4,1
38,No,Travel_Rarely,Research & Development,4,Associates,1687,4,Female,87,3,Laboratory Technician,3,Married,3306,No,19,7,0,0,0
53,No,Travel_Rarely,Research & Development,24,Masters,1689,2,Male,48,4,Healthcare Representative,4,Married,7005,No,15,11,4,3,1
48,Yes,Travel_Frequently,Sales,7,Associates,1691,4,Female,95,3,Sales Representative,3,Married,2655,Yes,11,19,9,7,7
32,Yes,Travel_Rarely,Research & Development,2,Masters,1692,4,Male,95,3,Laboratory Technician,2,Single,1393,No,12,1,1,0,0
26,No,Non-Travel,Research & Development,7,Bachelors,1693,4,Male,76,3,Laboratory Technician,4,Single,2570,No,20,7,7,7,5
55,No,Travel_Rarely,Research & Development,22,Bachelors,1694,1,Male,94,2,Research Scientist,2,Divorced,3537,No,12,8,4,2,1
34,No,Travel_Rarely,Research & Development,5,Associates,1696,2,Male,57,2,Laboratory Technician,4,Married,3986,No,14,15,15,10,4
60,No,Travel_Rarely,Research & Development,1,Masters,1697,3,Male,92,1,Healthcare Representative,4,Divorced,10883,No,20,19,1,0,0
33,No,Travel_Rarely,Research & Development,21,Bachelors,1698,2,Male,79,4,Laboratory Technician,2,Married,2028,No,18,14,14,11,2
37,No,Travel_Frequently,Sales,1,Masters,1700,3,Male,31,1,Sales Executive,4,Divorced,9525,No,14,6,6,3,1
34,No,Travel_Rarely,Research & Development,19,Bachelors,1701,2,Female,35,2,Research Scientist,4,Married,2929,No,12,10,10,9,8
23,Yes,Travel_Rarely,Sales,7,Bachelors,1702,3,Male,99,3,Sales Representative,4,Divorced,2275,Yes,21,3,3,2,0
44,No,Travel_Rarely,Research & Development,2,Bachelors,1703,3,Female,96,4,Healthcare Representative,4,Married,7879,Yes,19,9,8,7,6
35,No,Travel_Frequently,Research & Development,2,Masters,1704,1,Male,79,2,Research Scientist,4,Single,4930,Yes,14,6,5,4,1
43,No,Travel_Rarely,Sales,2,Bachelors,1706,4,Male,73,3,Sales Executive,4,Married,7847,Yes,17,10,10,9,8
24,No,Travel_Rarely,Research & Development,9,Bachelors,1707,3,Male,62,4,Research Scientist,3,Married,4401,No,16,5,5,3,0
41,No,Travel_Rarely,Sales,6,Bachelors,1708,4,Male,35,3,Sales Executive,3,Single,9241,No,12,10,10,8,8
29,No,Travel_Rarely,Research & Development,9,Masters,1709,4,Female,43,3,Laboratory Technician,3,Married,2974,No,17,9,5,3,1
36,No,Travel_Rarely,Sales,2,Masters,1710,3,Female,51,3,Sales Representative,4,Single,4502,No,15,17,13,7,6
45,No,Non-Travel,Research & Development,1,High School,1712,3,Male,74,2,Healthcare Representative,3,Married,10748,No,23,25,23,15,14
24,Yes,Travel_Rarely,Human Resources,22,High School,1714,4,Male,58,1,Human Resources,3,Married,1555,No,11,1,1,0,0
47,Yes,Travel_Frequently,Sales,9,Bachelors,1716,3,Male,82,1,Sales Executive,3,Married,12936,No,11,25,23,5,14
26,No,Travel_Rarely,Research & Development,17,Masters,1718,4,Male,62,1,Laboratory Technician,3,Married,2305,No,15,3,3,2,0
45,No,Travel_Rarely,Research & Development,28,Associates,1719,4,Female,48,2,Research Director,2,Single,16704,No,11,21,21,6,8
32,No,Travel_Frequently,Research & Development,10,Bachelors,1720,1,Male,56,3,Research Scientist,3,Married,3433,No,13,10,5,2,1
31,No,Travel_Rarely,Research & Development,2,Masters,1721,2,Male,69,3,Laboratory Technician,3,Married,3477,No,14,6,5,2,0
41,No,Non-Travel,Human Resources,4,Bachelors,1722,3,Male,60,1,Human Resources,2,Married,6430,No,19,10,3,2,1
40,No,Travel_Rarely,Research & Development,8,Associates,1724,2,Female,92,3,Manufacturing Director,1,Married,6516,Yes,16,18,1,0,0
24,No,Travel_Rarely,Research & Development,29,High School,1725,2,Male,91,3,Laboratory Technician,1,Divorced,3907,No,13,6,6,2,1
46,No,Travel_Rarely,Research & Development,13,Masters,1727,3,Male,34,3,Healthcare Representative,2,Single,5562,No,14,19,10,7,0
35,No,Travel_Rarely,Research & Development,27,Masters,1728,4,Male,49,3,Manufacturing Director,3,Married,6883,No,16,17,7,7,0
30,No,Travel_Rarely,Research & Development,16,High School,1729,2,Male,33,3,Research Scientist,4,Married,2862,No,12,10,10,0,0
47,No,Non-Travel,Sales,2,Masters,1731,3,Male,87,3,Sales Executive,2,Married,4978,No,11,4,1,0,0
46,No,Travel_Rarely,Sales,2,Bachelors,1732,3,Male,74,3,Sales Executive,4,Divorced,10368,Yes,12,13,10,6,0
36,Yes,Travel_Rarely,Sales,13,Doctorate,1733,2,Male,96,2,Sales Executive,1,Divorced,6134,Yes,13,16,2,2,2
32,Yes,Travel_Rarely,Sales,1,Associates,1734,1,Male,34,1,Sales Executive,2,Single,6735,No,15,10,0,0,0
23,No,Travel_Rarely,Research & Development,4,High School,1735,3,Female,51,3,Laboratory Technician,2,Single,3295,No,13,3,3,2,1
31,No,Travel_Frequently,Research & Development,24,High School,1736,4,Female,30,3,Manufacturing Director,4,Single,5238,No,20,9,5,4,1
39,No,Non-Travel,Research & Development,1,Bachelors,1737,4,Male,77,3,Laboratory Technician,4,Married,6472,Yes,15,9,9,8,5
32,No,Travel_Rarely,Sales,19,Bachelors,1739,4,Male,80,1,Sales Executive,3,Married,9610,No,13,10,4,3,0
40,No,Travel_Rarely,Sales,7,Masters,1740,2,Male,88,3,Manager,2,Single,19833,No,14,21,21,8,12
45,No,Travel_Rarely,Human Resources,4,Bachelors,1744,3,Female,56,1,Human Resources,3,Married,9756,No,21,9,5,0,0
30,No,Travel_Frequently,Research & Development,2,Masters,1745,4,Female,78,2,Research Scientist,1,Single,4968,No,16,10,9,7,0
24,No,Travel_Frequently,Human Resources,10,Bachelors,1746,1,Male,59,3,Human Resources,4,Married,2145,No,14,3,2,2,2
30,Yes,Travel_Frequently,Human Resources,8,Bachelors,1747,3,Female,66,2,Human Resources,4,Divorced,2180,No,11,6,4,2,1
31,No,Travel_Rarely,Sales,5,Bachelors,1749,1,Male,51,3,Sales Executive,3,Married,8346,No,19,6,5,2,0
27,No,Travel_Rarely,Research & Development,8,Bachelors,1751,3,Female,67,3,Research Scientist,4,Single,3445,No,11,6,6,2,1
29,Yes,Travel_Rarely,Sales,9,Bachelors,1752,2,Female,52,1,Sales Representative,2,Single,2760,No,13,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,Bachelors,1753,4,Male,70,4,Healthcare Representative,3,Single,6294,Yes,12,10,3,2,0
30,No,Travel_Rarely,Sales,15,Associates,1754,3,Male,94,2,Sales Executive,1,Divorced,7140,No,11,12,7,7,1
34,No,Travel_Rarely,Research & Development,2,Masters,1755,4,Male,97,4,Research Scientist,4,Married,2932,Yes,14,6,5,0,1
33,No,Non-Travel,Sales,2,Bachelors,1756,4,Female,62,3,Sales Executive,2,Single,5147,No,15,13,11,7,1
49,No,Travel_Rarely,Sales,11,Masters,1757,4,Female,80,3,Sales Executive,4,Single,4507,No,12,8,5,1,0
33,Yes,Travel_Rarely,Sales,16,Bachelors,1758,1,Female,74,3,Sales Executive,1,Single,8564,Yes,20,11,0,0,0
38,No,Travel_Frequently,Research & Development,2,Associates,1760,3,Female,75,2,Laboratory Technician,2,Married,2468,No,14,9,6,1,0
31,Yes,Travel_Rarely,Sales,16,Masters,1761,1,Male,70,3,Sales Executive,3,Married,8161,No,13,10,1,0,0
29,No,Travel_Rarely,Research & Development,4,Bachelors,1762,4,Female,91,2,Research Scientist,1,Divorced,2109,No,13,1,1,0,0
30,No,Travel_Rarely,Research & Development,16,Bachelors,1763,3,Male,58,4,Healthcare Representative,3,Married,5294,No,16,10,7,0,1
32,No,Non-Travel,Research & Development,5,Masters,1764,2,Male,65,3,Research Scientist,2,Single,2718,No,14,12,7,7,0
38,No,Travel_Rarely,Research & Development,18,Bachelors,1766,2,Male,60,1,Healthcare Representative,4,Married,5811,Yes,16,15,1,0,1
43,Yes,Travel_Frequently,Research & Development,17,Bachelors,1767,3,Male,38,2,Research Scientist,3,Married,2437,Yes,16,6,1,0,0
42,No,Travel_Rarely,Research & Development,12,Bachelors,1768,2,Male,57,3,Laboratory Technician,2,Divorced,2766,No,22,7,5,3,0
55,No,Travel_Rarely,Research & Development,2,Bachelors,1770,3,Male,60,2,Research Director,1,Married,19038,No,12,34,1,0,0
33,No,Non-Travel,Research & Development,4,Bachelors,1771,4,Male,90,3,Research Scientist,2,Divorced,3055,No,15,11,9,8,1
41,No,Travel_Rarely,Research & Development,9,Masters,1772,3,Male,94,3,Laboratory Technician,1,Divorced,2289,No,20,5,5,3,0
34,No,Non-Travel,Sales,10,Bachelors,1774,4,Male,87,3,Sales Executive,3,Divorced,4001,Yes,14,15,15,14,0
53,No,Non-Travel,Research & Development,1,Masters,1775,1,Female,60,2,Manufacturing Director,3,Married,12965,Yes,20,27,3,2,0
